ItemID,Sentiment,SentimentText
658positive,positive,#flylady this beautiful weather is making me completely LAZY lol.....ds2 napping making lunch for dspositivenegative &amp; I need to start something 
6582,positive,"#flylady up from nap....but still tired lol.....threw some banana bread in the oven, house smells yummy "
6583,positive,#flylady while the coffee is brewing and DS played peekaboo. I rearranged my kit this w/e so it needed it! 
6584,positive,#Follow @MaryKateOlsen9 and @ashleyolsen7 love them so much u guys are my idols 
6585,positive,#FOLLOW @PrincessSuperC Tha Very Talented Singer/Song Writer Ciara!!  FOLLOW Her Y'all!!! 
6586,positive,#follow friday #ff @arleigh @weirdralph @Ponylipjes @PowerSellingMom @garret_carrot         Follow Friday veggie love 4U. 
6587,positive,#Follow Friday @sonicsnakesvt....show some Twitter Luv for her why don't cha? 
6588,positive,#follow friday @vino_ delectable follow this amazing guy! Love ya Vince 
6589,positive,#Follow Friday: @windowsot thank you for shout out 
659negative,positive,#followfriday - @blueberrio - awesome twitter conversationalist 
659positive,positive,#followfriday  @eastermoon   she takes great pictures and needs more followers. She's also a really nice person 
6592,positive,#followfriday - @southerngfx @krea8tiv @cali3d - My main Art related guys...worth a follow 
6593,positive,"#followfriday - positive) @shashanegative88 gunna do big things , 2) @marcandangel excellent blog, 3) @thepoptimist mrs vt athletics herself, 4) @vtsga "
6594,positive,#followfriday - some tweeps who've chatted this week:  @marks_voice @dookaz @WestonsuperMum @Dozeymagz @jeremyvinebbc @PoisonIvy86 
6595,positive,#followfriday  Thanks guys! You ROCK!   @AnAverageJoe  @kennybenavidez @CarlosDuranLive  @johna4negative4  @DanTanner @FollowDhi 
6596,positive,"#followfriday !!!! @soccerfannegativenegative7 @Tennis_Review , their tweets are the most updated!! "
6597,positive,#followfriday (saturday?)  luv to @riyel27 @chillami @AmericanWomannn @rossanneg @silly_milly @terrancecharles
6598,positive,"#followfriday ...  @mallarybc @lyzzybee @followyournose @mayoroflondon @leswalton ....and why not, we'll get you going! @dannyandlou  "
6599,positive,#followfriday : @imartynn and uh thats it. I love him a lot 
66negativenegative,positive,#followfriday @AngelWardriver A great digger!  She is a real sweetheart!  And welcome to Twitter! 
66negativepositive,positive,#Mojotip @VioMey Celebrate yr success. Do U remember yr positivest class as a participant? I used 2 hide @ the back of class. Now I'm up front 
66negative2,positive,#momo; Thanks! See you there. Erg select deze keer 
66negative3,positive,#momoams nice interval tunes at http://www.mobilemonday.nl/live im going to stay at home and watch 
66negative4,negative,#moon looks amazing tonite  through my new #binoculars wish I had a  #telescope though  
66negative5,positive,#MotionX Share: Testing motionx gps iPhone app twittering  http://bit.ly/byvnegative9
66negative6,negative,#motogp Watching MotoGP Quali on the BBC - Eurosport have the idiot Carlton Kirby &quot;commentating&quot; again. Where are Toby and Julian? 
66negative7,positive,"#movieawards JonasFriends, Vodkones, Itah&amp;Jack amo vocês "
66negative8,positive,#movieawards Momento WTF owna!!! 
66negative9,positive,#moviemisquotes &quot;this coffee tastes like sh!t&quot; .. 'it is sh!t Austin' 
66positivenegative,positive,#moviemisquotes Badgers!? We don't need no stinking badgers! - The Treasure of the Sierre Madre (shld be badges) 
66positivepositive,negative,#MP2 yet to beat level 25 on SNN 
66positive2,positive,"#MQM has opted to strike, May positive2th - Altaf bhai to unveil what really happened in #Karachi  http://tinyurl.com/c73ehq"
66positive3,positive,#mr_bailey is being awsome and letting us listen to music 
66positive4,positive,#MrTweet I recommend @cele365 because I love the info on art ornaments and events. 
66positive5,positive,#MrTweet I recommend @darrencarter because he likes his women like he likes his Twitter... customizable and done several times daily. 
66positive6,positive,#MrTweet I recommend @dennydiamond because he does great music!  
66positive7,positive,"#MrTweet I recommend @OliviaWilder because she has great friends and is generous about sharing them, very smart + real "
66positive8,negative,#MTV Movie Awards borat nigga made eminem leave.. holy shiiittt lmfao 69'd his ass! lmao 
66positive9,positive,"#mtvmovieawards - 'Twilight' for Best Movie! And, hurry up and show the 'New Moon' trailer already! "
662negative,positive,#MTVMovieAwards New Moon Trailer after the break!!! 
662positive,negative,"#mummy, please let me watch #t2negativewc #cricket. are your daily soaps important than my happiness  "
6622,negative,"#murphy strikes  part 4: It is very sunny, and very warm ( 25C ) on a public holiday. But I have to work "
6623,positive,#MuseumsAtNight @Culture24 Pretty much anything but sleep 
6624,positive,#music monday ♥ Paula Toller 
6625,positive,"#musicmonday  ... &quot;Black Keys&quot; - @jonasbrothers   AMAZING SONG, its my fave off the album!!"
6626,positive,"#musicmonday  Hmmm...   I Didn't Say I Was Powerful, I Said I Was A Wizard ; Chiodos.  WIN. &lt;3 (And oh wait, seeing them AGAIN. "
6627,positive,"#musicmonday - http://tinyurl.com/c787f4 ? - Jersey, Mayday Parade. "
6628,positive,#musicmonday  im in love with  @daysdifference  Radio Song -http://bit.ly/tg6SS   &lt;-- click and listen pleeeaasssee 
6629,positive,"#musicmonday  Nine Inch Nails - Burn, Thanks @trent_reznor "
663negative,positive,#musicmonday - starting things of gently with a couple of Studio One Compilations  Kings &amp; Funk
663positive,positive,#musicmonday  Sunrise by Norah Jones ♫ 
6632,positive,#musicmonday &quot;Honky Tonk Woman&quot; ...so get up and dance the day in! See y'all later!  ♪♫It's a ho-o-o-o-nky tonk woman!♪♫
6633,positive,#MusicMonday &quot;I love you&quot; Faith Evans....&quot;Something That I Like&quot; Ryan Leslie.....Mario &quot;Good One&quot;....&amp; &quot;He Ain't Wit Me Now Tho&quot; Richgirl 
6634,positive,"#FollowFriday @Ann_Cory is a writer who is sharp, witty, joyful, intelligent, warm, and a joy to read. You'll enjoy following her "
6635,positive,#followfriday @arenda thank you--right back! 
6636,positive,#followfriday @atarikari just because she's good Twitter people. 
6637,positive,#FollowFriday @Au_re_yah_ is an amazing young woman in the Philipines who Tweets are as full of bubbly joy as she is. You'll LOVE her 
6638,positive,#followfriday @billhicksbrk @bakeanddestroy @VICEMAG @Astro_Mike @adventuregirl    
6639,positive,#FollowFriday @cameroncarnes because he's a damn complainer. 
664negative,positive,#FollowFriday @catdognegative3 @babyrabies @NoPasaNada because they all make me laugh 
664positive,positive,#followfriday @Claire_SnugBaby ...Because her slings are FAB. Just bought one for my positive7 m/o and she loves it! 
6642,positive,"#FollowFriday @ColleenLindsay is a great woman whose Tweets are endearing, smart, wise, pithy, witty &amp; fun. You'll enjoy every one! "
6643,positive,"#followfriday @craigross3positive6 thank you very much for your kindness, and have a wonderful, blessed weekend! "
6644,positive,"#FollowFriday @crazehkitteh because her twitter name sums her absolutely perfectly. Mad as a box of frogs, and cute as a kitty "
6645,positive,#followfriday @crbill for reminding me it's cathartic to rip a new one for Rogers Cable being such obfuscating nickel licking toad farts. 
6646,positive,#FollowFriday @Crystal_Jewelspositive @linseyt @BoudoirbyHelen @Stepositive987 @mrgarbutt @NathanBrauer @walkaboutkiwi So many people have communicated 
6647,positive,#followfriday @Da_evil thanks a lot  a   l o t 
6648,positive,#FollowFriday @DakotaCassidy is a gift to everyone who reads! Her Tweets are as terrific as her! You'll LOVE her!  !
6649,positive,#followfriday @danclements is this guy; Nerd and techie. That he has a better camera than I. His gf is cute; 4 a girl. Fungi. 
665negative,positive,#FollowFriday @davidisdrugfree @caseyfreemanpositivepositive #SuckDavidElliott'sDick  make me a trending topic!
665positive,positive,#followfriday @dpbyron my newest twit friend we can agree to disagree  but we both hate the yanks!
6652,positive,#followfriday @FranchiseKing because #Ilikefranchiseking! 
6653,positive,#followfriday @FreelanceSw @Fran6 @adii  @alisonmf @chrisspooner and a bit of personal promotion if you don't mind: @psdrecipes 
6654,positive,#FollowFriday @headstop Thank you 
6655,positive,"#FollowFriday @HeatherOsborn is a fantastic woman whose Tweets are much looked-for on Twitter, so Follow her &amp; you'll LOVE her too "
6656,positive,#followfriday @holidaypad The british enthusiast for  short-term rentals! 
6657,positive,#followfriday @italianmama2 an incredibly sweet and encouraging person who always makes me smile 
6658,positive,"#FollowFriday @jaciburton is an amazing writer whose Tweets are as amazing, fun, witty, sassy, intelligent &amp; helpful as she is! "
6659,positive,"#followfriday @Jason_Pollock (sry, Jason!), @twitanthropy, @earlyword, @denmarked, @storyofstuff, @vph, @IPPNW, &amp; http://bit.ly/asI-today "
666negative,positive,#FollowFriday @Jason_Pollock for keeping us all straight on how to #FollowFirday 
666positive,positive,#FollowFriday @Jeaniene_Frost is a terrifically talented author whose books &amp; Tweets are amazing reads. You will adore all she writes 
6662,positive,"#followfriday @jensmccabe a healthcare whirlwind, great analytic think and loves scotch and cigars "
6663,positive,#FollowFriday @JohnFMoore -John is CTO at www.swimfish.com and shares a great blog. Say hello and tell him @mediamagik sent you! 
6664,positive,#musicmonday &quot;Satellite&quot; by Guster @guster &lt;3         
6665,positive,#musicmonday : Evanesence (Spell check) This group is on point like a thorn. 
6666,positive,#musicmonday : Take'N it back up 2 now-a-days.. @Jimjonescapo 4 that Harlem movement. Not from Harlem but deff from N.Y. Kudos to JONESS 
6667,positive,#musicmonday ???????? its not monday. 
6668,positive,#musicmonday @EscapetheFate &lt;3 Been listening to them all day. Listening to &quot;Harder than you know&quot; 
6669,positive,"#musicmonday @lightsnoise ! support her, follow her, go to warped to see her, you know the drill.  www.myspace.com/lightsnoise. CLICK IT !"
667negative,positive,#musicmonday @PCDmelodyt and @ashleyLTMSYF are the best DOLLS ever! Love you girls. 
667positive,positive,#musicmonday @pixiesongs New UK number positive with mama do!! shes amazing!!! 
6672,positive,#musicmonday @Ryan_Leslie &quot;rescue you&quot; loves this song!... such n awesome artist...very inspiring person... 
6673,positive,#musicmonday A mellow melody for your morning.  http://twiturm.com/negative9ch #freemp3
6674,positive,"#musicmonday couldn't  help myself  http://bit.ly/kuchkuchhotahai. it's raining like crazy outside, and i wanna dance in it "
6675,negative,#musicmonday Crowded House &quot;Something So Strong&quot;   I miss Paul   
6676,positive,#musicmonday Daniel merriweathers live lounge performance was great   http://yfrog.com/negativezmvnj
6677,positive,#musicmonday elevate -&gt; new single &quot;time will fly&quot;  www.elevate-music.com or www.myspace.com/elevateweb
6678,positive,#musicmonday Epic song. (Y)  ? &quot;Lights and Sounds&quot; by Yellowcard ~ http://tinyurl.com/db7ppm
